"UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR"
377661,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24
378576,"R",37,"R",88,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
379782,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25
380359,"R",52,"R",212,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
380368,"R",104,"R",981,"R",11,"R",73,"R",0,"R",0,"R",73,"R",32,"R",44,"R",21,"R",0,"R",0,"R",21,"R",10,"R",48,"R",16
380377,"R",54,"R",116,"R",47,"R",20,"R",0,"R",0,"R",20,"R",11,"R",55,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",14
380438,"A",NA,"A",NA,"A",NA,"R",12,"Z",0,"Z",0,"R",12,"R",8,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",37
383020,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
384254,"R",113,"R",162,"R",70,"R",126,"R",0,"R",0,"R",126,"R",107,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12
384412,"R",229,"R",245,"R",93,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
384421,"R",32,"R",33,"R",97,"R",31,"R",0,"R",0,"R",31,"R",30,"R",97,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19
385619,"R",449,"R",737,"R",61,"R",316,"R",1,"R",0,"R",315,"R",232,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17
386472,"R",25,"R",125,"R",20,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",16
388520,"R",6,"R",80,"R",8,"R",1,"R",0,"Z",0,"R",1,"R",1,"R",100,"R",16,"R",0,"Z",0,"R",16,"R",11,"R",69,"R",12
392257,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",36
399869,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
399911,"R",126,"R",126,"R",100,"R",126,"R",0,"R",0,"R",126,"R",114,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
401223,"R",10,"R",53,"R",19,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",42
405058,"R",46,"R",53,"R",87,"R",46,"R",0,"R",0,"R",46,"R",38,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",26
405854,"R",48,"R",60,"R",80,"R",22,"R",9,"R",0,"R",13,"R",8,"R",62,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
406024,"R",195,"R",789,"R",25,"R",13,"R",0,"R",0,"R",13,"R",7,"R",54,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",12
406033,"R",611,"R",1327,"R",46,"R",93,"R",0,"R",0,"R",93,"R",57,"R",61,"R",48,"R",0,"R",0,"R",48,"R",19,"R",40,"R",12
407610,"R",1,"R",3,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3
407629,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2
408844,"R",392,"R",600,"R",65,"R",133,"R",0,"R",0,"R",133,"R",102,"R",77,"R",44,"R",0,"R",0,"R",44,"R",19,"R",43,"R",20
409315,"R",2459,"R",7986,"R",31,"R",65,"R",0,"R",0,"R",65,"R",38,"R",58,"R",39,"R",0,"R",0,"R",39,"R",21,"R",54,"R",22
409698,"R",1397,"R",2885,"R",48,"R",929,"Z",0,"Z",0,"R",929,"R",742,"R",80,"R",14,"Z",0,"Z",0,"R",14,"R",2,"R",14,"R",24
413413,"R",62,"R",7352,"R",1,"R",72,"R",0,"R",0,"R",72,"R",30,"R",42,"R",149,"R",0,"R",0,"R",149,"R",60,"R",40,"R",41
413617,"R",17,"R",53,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6
414595,"R",19,"R",215,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",15,"R",60,"R",9
414878,"R",17,"R",264,"R",6,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",NA,"R",13
416801,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
417734,"R",4,"R",98,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",4
417752,"R",6,"R",7,"R",86,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",8
418126,"R",1,"R",24,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6
420024,"R",51,"R",51,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19
420325,"R",21,"R",42,"R",50,"R",33,"R",0,"R",0,"R",33,"R",16,"R",48,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
420398,"R",1729,"R",5097,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",33
421708,"A",NA,"A",NA,"A",NA,"R",28,"R",0,"R",0,"R",28,"R",20,"R",71,"R",9,"R",0,"R",0,"R",9,"R",3,"R",33,"R",20
421878,"R",42,"R",109,"R",39,"R",31,"R",0,"R",0,"R",31,"R",17,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
422695,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
423120,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",25
426314,"A",NA,"A",NA,"A",NA,"R",68,"R",0,"Z",0,"R",68,"R",41,"R",60,"R",298,"R",0,"Z",0,"R",298,"R",147,"R",49,"R",23
428170,"R",129,"R",253,"R",51,"R",3,"Z",0,"R",0,"R",3,"R",2,"R",67,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",12
428259,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2
430184,"R",4,"R",109,"R",4,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",42,"R",0,"R",0,"R",42,"R",24,"R",57,"R",47
430670,"R",9,"R",33,"R",27,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
431983,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
432384,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21
433004,"R",1,"R",28,"R",4,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16
433013,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",18,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30
433174,"R",15,"R",272,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",7
433387,"A",NA,"A",NA,"A",NA,"R",2027,"R",0,"R",0,"R",2027,"R",1309,"R",65,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",42
433420,"R",46,"R",97,"R",47,"R",39,"Z",0,"Z",0,"R",39,"R",27,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
433536,"R",27,"R",58,"R",47,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14
433660,"R",2258,"R",4173,"R",54,"R",2697,"R",0,"R",8,"R",2705,"R",2251,"R",83,"R",74,"R",0,"R",1,"R",75,"R",49,"R",65,"R",20
434584,"R",12,"R",87,"R",14,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",7
434900,"R",32,"R",57,"R",56,"R",25,"R",0,"R",0,"R",25,"R",16,"R",64,"R",12,"R",0,"R",0,"R",12,"R",7,"R",58,"R",17
434937,"R",12,"R",25,"R",48,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8
435000,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3
436429,"A",NA,"A",NA,"A",NA,"R",553,"R",0,"R",0,"R",553,"R",283,"R",51,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",31
436614,"R",9,"R",14,"R",64,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",4
436818,"R",234,"R",252,"R",93,"R",243,"Z",0,"Z",0,"R",243,"R",189,"R",78,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",20
436827,"R",162,"R",205,"R",79,"R",171,"R",3,"Z",0,"R",168,"R",118,"R",70,"R",3,"Z",0,"Z",0,"R",3,"R",2,"R",67,"R",13
436836,"R",920,"R",1044,"R",88,"R",614,"Z",0,"Z",0,"R",614,"R",501,"R",82,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",21
437097,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
438179,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22
438586,"R",26,"R",191,"R",14,"R",7,"Z",0,"Z",0,"R",7,"R",1,"R",14,"R",7,"Z",0,"Z",0,"R",7,"R",1,"R",14,"R",8
439190,"R",185,"R",684,"R",27,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",13
439367,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
439701,"R",5,"R",49,"R",10,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",10
439783,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
439862,"R",8,"R",11,"R",73,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
439871,"A",NA,"A",NA,"A",NA,"R",7,"Z",0,"Z",0,"R",7,"R",7,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
440396,"R",88,"R",115,"R",77,"R",68,"R",0,"R",0,"R",68,"R",58,"R",85,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",19
440651,"R",162,"R",332,"R",49,"R",33,"R",0,"R",0,"R",33,"R",27,"R",82,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",NA,"R",15
440794,"R",167,"R",252,"R",66,"R",112,"R",0,"R",0,"R",112,"R",83,"R",74,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",NA,"R",14
440828,"R",165,"R",352,"R",47,"R",172,"R",0,"R",0,"R",172,"R",129,"R",75,"R",39,"R",0,"R",0,"R",39,"R",31,"R",79,"R",9
441229,"R",149,"R",396,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21
441609,"R",16,"R",52,"R",31,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
441636,"R",65,"R",131,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9
441690,"R",3,"R",31,"R",10,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",9
441900,"R",460,"R",3792,"R",12,"R",438,"R",0,"R",0,"R",438,"R",345,"R",79,"R",81,"R",0,"R",0,"R",81,"R",32,"R",40,"R",18
441937,"R",500,"R",1623,"R",31,"R",555,"Z",0,"Z",0,"R",555,"R",402,"R",72,"R",13,"Z",0,"Z",0,"R",13,"R",3,"R",23,"R",16
441982,"R",104,"R",123,"R",85,"R",98,"R",0,"R",0,"R",98,"R",96,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
442356,"R",66,"R",328,"R",20,"R",32,"R",0,"R",0,"R",32,"R",26,"R",81,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",11
442426,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",11
442569,"A",NA,"A",NA,"A",NA,"R",76,"Z",0,"Z",0,"R",76,"R",23,"R",30,"R",427,"Z",0,"Z",0,"R",427,"R",97,"R",23,"R",20
442639,"R",48,"R",51,"R",94,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
442842,"R",1,"R",2,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12
443049,"R",4,"R",106,"R",4,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",11,"R",0,"R",0,"R",11,"R",5,"R",45,"R",16
443058,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",8
443331,"R",12,"R",195,"R",6,"R",5,"Z",0,"Z",0,"R",5,"R",5,"R",100,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",17
443340,"R",8,"R",21,"R",38,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",6
443410,"R",153,"R",279,"R",55,"R",189,"R",0,"R",0,"R",189,"R",144,"R",76,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",11
443562,"R",20,"R",37,"R",54,"R",30,"R",0,"R",0,"R",30,"R",17,"R",57,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",21
443571,"A",NA,"A",NA,"A",NA,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
443599,"R",10,"R",136,"R",7,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"R",27
443650,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",49
443766,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",208,"R",0,"R",0,"R",208,"R",73,"R",35,"R",47
443784,"R",3,"R",159,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",80,"R",0,"R",0,"R",80,"R",29,"R",36,"R",47
444088,"A",NA,"A",NA,"A",NA,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22
444130,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",1
444325,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",25
444398,"R",8,"R",15,"R",53,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
444413,"R",75,"R",78,"R",96,"R",79,"R",0,"R",0,"R",79,"R",66,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23
444778,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3
444787,"A",NA,"A",NA,"A",NA,"R",64,"R",0,"R",0,"R",64,"R",32,"R",50,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",12
445027,"R",418,"R",1908,"R",22,"R",89,"Z",0,"Z",0,"R",89,"R",32,"R",36,"R",5,"Z",0,"Z",0,"R",5,"R",0,"R",0,"R",36
445133,"R",2,"R",28,"R",7,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",13
445188,"R",2073,"R",2318,"R",89,"R",2400,"R",0,"R",0,"R",2400,"R",1971,"R",82,"R",19,"R",0,"R",0,"R",19,"R",8,"R",42,"R",20
445267,"R",57,"R",1745,"R",3,"R",51,"R",0,"R",0,"R",51,"R",27,"R",53,"R",167,"R",0,"R",0,"R",167,"R",61,"R",37,"R",28
445692,"R",138,"R",150,"R",92,"R",173,"R",0,"R",0,"R",173,"R",128,"R",74,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",27
445708,"R",448,"R",487,"R",92,"R",323,"R",0,"R",0,"R",323,"R",231,"R",72,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
445735,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
446048,"R",365,"R",425,"R",86,"R",318,"R",0,"R",0,"R",318,"R",251,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17
446109,"R",21,"R",111,"R",19,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",25
446127,"R",19,"R",34,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
446224,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
446233,"R",27,"R",48,"R",56,"R",31,"R",0,"R",0,"R",31,"R",15,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10
446385,"R",66,"R",77,"R",86,"R",62,"R",0,"R",0,"R",62,"R",38,"R",61,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3
446525,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
446561,"A",NA,"A",NA,"A",NA,"R",73,"R",0,"R",0,"R",73,"R",61,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
446604,"R",768,"R",930,"R",83,"R",599,"R",0,"R",0,"R",599,"R",563,"R",94,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16
446640,"R",113,"R",238,"R",47,"R",136,"R",2,"R",0,"R",134,"R",99,"R",74,"R",9,"R",0,"R",0,"R",9,"R",1,"R",11,"R",18
447014,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10
447050,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15
447263,"R",119,"R",565,"R",21,"R",129,"R",0,"R",0,"R",129,"R",111,"R",86,"R",49,"R",0,"R",0,"R",49,"R",26,"R",53,"R",13
447421,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",28
447689,"R",2168,"R",3983,"R",54,"R",2255,"R",0,"R",0,"R",2255,"R",1429,"R",63,"R",436,"R",0,"R",0,"R",436,"R",219,"R",50,"R",19
447713,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
447953,"R",24,"R",24,"R",100,"R",28,"R",0,"R",0,"R",28,"R",18,"R",64,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",18
448239,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13
449038,"R",1,"R",127,"R",1,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",76,"R",0,"R",0,"R",76,"R",44,"R",58,"R",47
449135,"R",39,"R",62,"R",63,"R",32,"R",0,"R",0,"R",32,"R",19,"R",59,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"R",16
449339,"A",NA,"A",NA,"A",NA,"R",70,"R",0,"R",0,"R",70,"R",68,"R",97,"R",848,"R",0,"R",0,"R",848,"R",791,"R",93,"R",25
449348,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",7
449384,"R",17,"R",189,"R",9,"R",20,"R",0,"R",0,"R",20,"R",18,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11
449658,"R",32,"R",46,"R",70,"R",33,"R",0,"R",0,"R",33,"R",30,"R",91,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
449764,"R",13,"R",20,"R",65,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6
449834,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",3
449870,"R",1,"R",13,"R",8,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",4
449889,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9
449898,"R",16,"R",100,"R",16,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14
450298,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",17,"R",0,"R",0,"R",17,"R",5,"R",29,"R",47
450377,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",111,"R",0,"R",0,"R",111,"R",38,"R",34,"R",47
450933,"A",NA,"A",NA,"A",NA,"R",131,"R",0,"R",0,"R",131,"R",93,"R",71,"R",28,"R",0,"R",0,"R",28,"R",14,"R",50,"R",37
451103,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",28,"R",97,"R",29,"R",0,"Z",0,"R",29,"R",7,"R",24,"R",27
451370,"R",23,"R",50,"R",46,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7
451398,"R",50,"R",61,"R",82,"R",62,"R",0,"R",0,"R",62,"R",57,"R",92,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21
451404,"R",217,"R",283,"R",77,"R",198,"R",0,"R",0,"R",198,"R",136,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
451556,"R",574,"R",622,"R",92,"R",152,"R",0,"R",0,"R",152,"R",97,"R",64,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20
451750,"R",119,"R",428,"R",28,"R",28,"R",0,"R",0,"R",28,"R",12,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",18
451866,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22
451927,"R",90,"R",143,"R",63,"R",88,"R",0,"R",0,"R",88,"R",77,"R",88,"R",8,"Z",0,"Z",0,"R",8,"R",5,"R",63,"R",14
452373,"R",1,"R",49,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15
